"gene_name","blast_annot","GOs","pfams","signalP","TMHMM","rhy_foragers","rhy_nurses","identity"
"LOC105251909","exocyst complex component 4","GO:0000145|exocyst; GO:0006904|vesicle docking involved in exocytosis; GO:0090522|vesicle tethering involved in exocytosis","PF04048|Sec8 exocyst complex component specific domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251913","E3 ubiquitin-protein ligase parkin","GO:0004842|ubiquitin-protein transferase activity; GO:0005515|protein binding; GO:0016567|protein ubiquitination","PF00240|Ubiquitin family; PF17978|RING/Ubox like zinc-binding domain; PF17976|RING/Ubox like zinc-binding domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251921","uncharacterized protein LOC105251921",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251924","transmembrane protein 104 homolog isoform X3",NA,"PF01490|Transmembrane amino acid transporter protein; PF00753|Metallo-beta-lactamase superfamily; PF16123|Hydroxyacylglutathione hydrolase C-terminus",0,7,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251931","ribosome biogenesis protein BRX1 homolog",NA,"PF04427|Brix domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251946","transcription elongation factor 1 homolog",NA,"PF05129|Transcription elongation factor Elf1 like",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251948","NADH-cytochrome b5 reductase-like","GO:0016491|oxidoreductase activity; GO:0055114|oxidation-reduction process","PF09791|Oxidoreductase-like protein, N-terminal; PF00175|Oxidoreductase NAD-binding domain; PF00970|Oxidoreductase FAD-binding domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251953","metaxin-1 isoform X1","GO:0001401|SAM complex","PF17171|Glutathione S-transferase, C-terminal domain; PF10568|Outer mitochondrial membrane transport complex protein",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251962","S1 RNA-binding domain-containing protein 1","GO:0003676|nucleic acid binding","PF12836|Helix-hairpin-helix motif; PF09371|Tex-like protein N-terminal domain; PF17674|HHH domain; PF16921|Tex protein YqgF-like domain; PF00575|S1 RNA binding domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252010","upstream stimulatory factor 2 isoform X1","GO:0046983|protein dimerization activity","PF00010|Helix-loop-helix DNA-binding domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252020","thioredoxin-2","GO:0045454|cell redox homeostasis","PF00085|Thioredoxin",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252029","NADH dehydrogenase",NA,"PF10183|ESSS subunit of NADH:ubiquinone oxidoreductase (complex I)",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252030","protein UXT homolog",NA,"PF02996|Prefoldin subunit",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252046","LDLR chaperone boca isoform X1","GO:0006457|protein folding","PF10185|Chaperone for wingless signalling and trafficking of LDL receptor",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252057","glucose-fructose oxidoreductase domain-containing protein 2","GO:0016491|oxidoreductase activity","PF01408|Oxidoreductase family, NAD-binding Rossmann fold",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252060","transmembrane protein 256 homolog",NA,"PF04241|Protein of unknown function (DUF423)",0,3,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252066","follicle cell protein 3C-1",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252069","39S ribosomal protein L9, mitochondrial","GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation","PF01281|Ribosomal protein L9, N-terminal domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252070","HSPB1-associated protein 1 isoform X1",NA,"PF13621|Cupin-like domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252119","solute carrier family 17 member 9 isoform X3","GO:0005887|integral component of plasma membrane; GO:0055085|transmembrane transport","PF07690|Major Facilitator Superfamily",0,9,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252128","coronin-6","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat; PF08953|Domain of unknown function (DUF1899); PF16300|Type of WD40 repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252158","uncharacterized protein LOC105252158",NA,"PF01248|Ribosomal protein L7Ae/L30e/S12e/Gadd45 family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252161","coiled-coil domain-containing protein 115","GO:0070072|vacuolar proton-transporting V-type ATPase complex assembly",NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252166","guanine nucleotide-binding protein subunit beta-like protein 1","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252183","uncharacterized protein LOC105252183","GO:0005524|ATP binding; GO:0006298|mismatch repair; GO:0016887|ATPase activity; GO:0032300|mismatch repair complex","PF08676|MutL C terminal dimerisation domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252202","U4/U6.U5 tri-snRNP-associated protein 1","GO:0000398|mRNA splicing, via spliceosome","PF03343|SART-1 family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252217","ER membrane protein complex subunit 6","GO:0072546|ER membrane protein complex","PF07019|Rab5-interacting protein (Rab5ip)",0,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252241","mitochondrial fission process protein 1",NA,"PF10558|Mitochondrial 18 KDa protein (MTP18); PF10558|Mitochondrial 18 KDa protein (MTP18)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252272","uncharacterized protein LOC105252272",NA,"PF16015|Promethin",0,3,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252286","THAP domain-containing protein 1-like","GO:0003676|nucleic acid binding","PF05485|THAP domain; PF05485|THAP domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252291",NA,NA,NA,NA,NA,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252300","adrenodoxin-like protein, mitochondrial isoform X2","GO:0009055|electron transfer activity; GO:0051536|iron-sulfur cluster binding","PF00111|2Fe-2S iron-sulfur cluster binding domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252337","heparan-alpha-glucosaminide N-acetyltransferase-like isoform X1",NA,"PF16401|Domain of unknown function (DUF5009)",0,11,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252347","ATP-dependent RNA helicase WM6","GO:0003676|nucleic acid binding; GO:0005524|ATP binding","PF00270|DEAD/DEAH box helicase; PF00271|Helicase conserved C-terminal domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252353","uncharacterized protein LOC105252353",NA,NA,1,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252367","DNA polymerase beta","GO:0003677|DNA binding; GO:0005634|nucleus; GO:0034061|DNA polymerase activity","PF14716|Helix-hairpin-helix domain; PF10391|Fingers domain of DNA polymerase lambda; PF14792|DNA polymerase beta palm; PF14791|DNA polymerase beta thumb",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252375","waprin-Phi1 isoform X1","GO:0005576|extracellular region; GO:0030414|peptidase inhibitor activity","PF00095|WAP-type (Whey Acidic Protein) 'four-disulfide core'; PF00095|WAP-type (Whey Acidic Protein) 'four-disulfide core'",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252376","waprin-Thr1 isoform X2","GO:0005576|extracellular region; GO:0030414|peptidase inhibitor activity","PF00095|WAP-type (Whey Acidic Protein) 'four-disulfide core'",3,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252404",NA,NA,NA,NA,NA,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252462","uncharacterized protein LOC105252462",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252464","prefoldin subunit 6","GO:0006457|protein folding; GO:0016272|prefoldin complex; GO:0051082|unfolded protein binding","PF01920|Prefoldin subunit",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105252465","COMM domain-containing protein 2",NA,"PF07258|COMM domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252466","rhodopsin","GO:0004930|G protein-coupled receptor activity; GO:0007186|G protein-coupled receptor signaling pathway; GO:0016021|integral component of membrane","PF00001|7 transmembrane receptor (rhodopsin family)",0,7,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252515","THO complex subunit 6 homolog","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252518","selenoprotein M-like",NA,"PF08806|Sep15/SelM redox domain",2,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252521","cell cycle checkpoint control protein RAD9A","GO:0000077|DNA damage checkpoint; GO:0030896|checkpoint clamp complex","PF04139|Rad9",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252528","uncharacterized protein LOC105252528",NA,"PF06916|Protein of unknown function (DUF1279)",0,1,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252535","sm-like protein LSM3A","GO:0003723|RNA binding","PF01423|LSM domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252538","E3 SUMO-protein ligase NSE2","GO:0000724|double-strand break repair via homologous recombination; GO:0008270|zinc ion binding; GO:0019789|SUMO transferase activity; GO:0030915|Smc5-Smc6 complex","PF11789|Zinc-finger of the MIZ type in Nse subunit",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252546","cell cycle checkpoint protein RAD17","GO:0005634|nucleus; GO:0006281|DNA repair","PF03215|Rad17 P-loop domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252558","ubiquitin fusion degradation protein 1 homolog","GO:0006511|ubiquitin-dependent protein catabolic process","PF03152|Ubiquitin fusion degradation protein UFD1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252575","probable NADH dehydrogenase","GO:0008137|NADH dehydrogenase (ubiquinone) activity; GO:0009055|electron transfer activity; GO:0016020|membrane","PF05071|NADH ubiquinone oxidoreductase subunit NDUFA12",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252600","ER membrane protein complex subunit 3","GO:0016020|membrane","PF01956|Integral membrane protein EMC3/TMCO1-like",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252601","deaminated glutathione amidase","GO:0006807|nitrogen compound metabolic process","PF00795|Carbon-nitrogen hydrolase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252603","GTP-binding protein Rheb homolog","GO:0003924|GTPase activity; GO:0005525|GTP binding; GO:0007165|signal transduction; GO:0016020|membrane","PF00071|Ras family",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252623","26S proteasome non-ATPase regulatory subunit 12",NA,"PF01399|PCI domain; PF18098|26S proteasome regulatory subunit RPN5 C-terminal domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252634","cyclin-dependent kinase 10","GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation","PF00069|Protein kinase domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252636","ribosome biogenesis protein BOP1 homolog","GO:0005515|protein binding; GO:0006364|rRNA processing","PF08145|BOP1NT (NUC169) domain; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252644","U6 snRNA-associated Sm-like protein LSm5",NA,"PF01423|LSM domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252649","flavin reductase (NADPH)",NA,"PF13460|NAD(P)H-binding",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252672","acidic fibroblast growth factor intracellular-binding protein","GO:0017134|fibroblast growth factor binding","PF05427|Acidic fibroblast growth factor binding (FIBP)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252679","large neutral amino acids transporter small subunit 1 isoform X2","GO:0016020|membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport","PF13520|Amino acid permease",0,10,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252703","dnaJ homolog shv",NA,"PF01556|DnaJ C terminal domain; PF00226|DnaJ domain",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252714","ER membrane protein complex subunit 8/9 homolog","GO:0072546|ER membrane protein complex","PF03665|Uncharacterised protein family (UPF0172)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252716","PITH domain-containing protein CG6153",NA,"PF06201|PITH domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252725","histidine protein methyltransferase 1 homolog",NA,"PF13847|Methyltransferase domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252741","enoyl-CoA delta isomerase 1, mitochondrial","GO:0003824|catalytic activity","PF00378|Enoyl-CoA hydratase/isomerase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252768","N-alpha-acetyltransferase 20","GO:0008080|N-acetyltransferase activity","PF00583|Acetyltransferase (GNAT) family",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105252769","39S ribosomal protein L46, mitochondrial","GO:0003735|structural constituent of ribosome","PF11788|39S mitochondrial ribosomal protein L46",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252770","probable signal peptidase complex subunit 2","GO:0005787|signal peptidase complex; GO:0006465|signal peptide processing; GO:0008233|peptidase activity; GO:0016021|integral component of membrane","PF06703|Microsomal signal peptidase 25 kDa subunit (SPC25)",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252775","tRNA (guanine(10)-N2)-methyltransferase homolog isoform X1",NA,"PF01170|Putative RNA methylase family UPF0020",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252779","probable 18S rRNA (guanine-N(7))-methyltransferase","GO:0016435|rRNA (guanine) methyltransferase activity; GO:0070476|rRNA (guanine-N7)-methylation","PF12589|Methyltransferase involved in Williams-Beuren syndrome; PF08241|Methyltransferase domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252805","uncharacterized protein LOC105252805 isoform X1",NA,"PF00574|Clp protease",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105252839","synaptic vesicular amine transporter","GO:0005887|integral component of plasma membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport","PF07690|Major Facilitator Superfamily; PF00083|Sugar (and other) transporter",0,10,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252847","protein C10",NA,"PF14974|Protein C10",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252864","superoxide dismutase","GO:0004784|superoxide dismutase activity; GO:0006801|superoxide metabolic process; GO:0046872|metal ion binding; GO:0055114|oxidation-reduction process","PF00081|Iron/manganese superoxide dismutases, alpha-hairpin domain; PF02777|Iron/manganese superoxide dismutases, C-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252881","probable oligoribonuclease isoform X2",NA,"PF00929|Exonuclease",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105252892","uncharacterized protein LOC105252892 isoform X2",NA,"PF02157|Mannose-6-phosphate receptor",2,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252896","sodium-independent sulfate anion transporter isoform X1","GO:0008271|secondary active sulfate transmembrane transporter activity; GO:0008272|sulfate transport; GO:0016021|integral component of membrane; GO:0055085|transmembrane transport","PF00916|Sulfate permease family; PF01740|STAS domain",0,10,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252906","peroxiredoxin-5, mitochondrial","GO:0016491|oxidoreductase activity","PF08534|Redoxin",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252933","WD repeat-containing protein 92","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105252942","methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial","GO:0005524|ATP binding","PF02785|Biotin carboxylase C-terminal domain; PF00289|Biotin carboxylase, N-terminal domain; PF02786|Carbamoyl-phosphate synthase L chain, ATP binding domain; PF00364|Biotin-requiring enzyme",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
